Retailer,Category,Sub-Category,Domain,URL,Colors,Size,Product Hierarchy,Brand Name,Product Name,SKU,Reg. Price,Promo Price,Prime Price,Promo Tag,Each Price,Product Description,Product Details,# of Images,Marketplace,Nutrition Information,Dietary Need,Total Product Star Rating,Total # of Ratings,Total Recommendation Percentage,Delivery Options,Total Number of Q&A,UPC,Promo Tag-PICKUP,Reg. Price-PICKUP,Promo Price-PICKUP,Promo Tag-DELIVERY,Reg. Price-DELIVERY,Promo Price-DELIVERY,Promo Tag-SHIP,Reg. Price-SHIP,Promo Price-SHIP,DeliveryOption,ImageUrls,Ingredients,Promo Tag-,Reg. Price-,Promo Price-
Kroger,Beverages,Coffee,Kroger.com,https://www.kroger.com/p/starbucks-costa-rica-medium-roast-whole-bean-coffee/0076211129354?fulfillment=SHIP,,9 oz,Home>Beverages>Coffee>Starbucks Costa Rica Medium Roast Whole Bean Coffee,,Starbucks Costa Rica Medium Roast Whole Bean Coffee,0076211129354,,,,,,Costa Rica Latin American Blend is a medium roast coffee that delivers an elegantly complex and balanced cup of coffee featuring notes of sweet lemon and cocoa.,,4,,"Nutrition Facts
servings per container
Serving size1cup (8 fl oz)
------

Amount per serving
Calories2.4
------

% Daily value*

Total Fat0.05g0.06%

Saturated Fat0.01g0.05%

Trans Fat0g

Polyunsaturated Fat0.002g

Monounsaturated Fat0.036g

Cholesterol0mg0%

Sodium4.7mg0.2%

Total Carbohydrate0g0%

Dietary Fiber0g0%

Sugar0g

Protein0.284g

------

Calcium4.74mg0%

Iron0.024mg0%

Vitamin A0mcg0%

Vitamin C0mg0%

------

*The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2,000 calories a day is used for general nutrition advice.",Free from Does Not Contain Declaration Obligatory Allergens.,,85,,,,0076211129354,,8.49,,,,,,,,Pickup;Delivery;Ship,https://www.kroger.com/product/images/large/front/0076211129354|https://www.kroger.com/product/images/large/back/0076211129354|https://www.kroger.com/product/images/large/left/0076211129354|https://www.kroger.com/product/images/large/right/0076211129354,Whole Bean 100% Arabica Coffee,,,
Kroger,Beverages,Coffee,Kroger.com,https://www.kroger.com/p/gold-coffee-company-kanaloa-blend-medium-roast-whole-bean-coffee/0072958370054?fulfillment=SHIP,,10 oz,Home>Beverages>Coffee>Gold Coffee Company Kanaloa Blend Medium Roast Whole Bean Coffee,,Gold Coffee Company Kanaloa Blend Medium Roast Whole Bean Coffee,0072958370054,,,,,,A mellow yet rich blend that's subtly sweet and has a mild acidity.,,1,,,,,0,,,,0072958370054,,6.49,,,6.49,,,,,Pickup;Delivery;Ship,https://www.kroger.com/product/images/large/front/0072958370054,,,,
Kroger,Beverages,Coffee,Kroger.com,https://www.kroger.com/p/community-coffee-signature-blend-dark-roast-coffee-single-serve-cups/0003570016338?fulfillment=SHIP,,54 ct,Home>Beverages>Coffee>Community Coffee Signature Blend Dark Roast Coffee Single-Serve Cups,,Community Coffee Signature Blend Dark Roast Coffee Single-Serve Cups,0003570016338,,,,,,"This special blend is roasted dark to develop rich, smooth flavor with a deep chocolate profile. Our master roasters ensure the exact roast level is achieved to consistently create this deliciously complex coffee that remains a favorite today.",,3,,,,,31,,,,0003570016338,,$29.99,24.99,,$29.99,24.99,,$26.96,20.00,Pickup;Delivery;Ship,https://www.kroger.com/product/images/large/front/0003570016338|https://www.kroger.com/product/images/large/left/0003570016338|https://www.kroger.com/product/images/large/right/0003570016338,,,,
Kroger,Beverages,Coffee,Kroger.com,https://www.kroger.com/p/dazbog-organic-french-roast-whole-bean-coffee/0064116061534?fulfillment=SHIP,,12 Oz,Home>Beverages>Coffee>Dazbog Organic French Roast Whole Bean Coffee,,Dazbog Organic French Roast Whole Bean Coffee,0064116061534,,,,,,,,1,,"Nutrition Facts
servings per container
Serving size2tbsp (10 g)
------

Amount per serving
Calories2.4
------

% Daily value*

Total Fat0.05g0.06%

Saturated Fat0.01g0.05%

Trans Fat0g

Polyunsaturated Fat0.002g

Monounsaturated Fat0.036g

Cholesterol0mg0%

Sodium4.7mg0.2%

Total Carbohydrate0g0%

Dietary Fiber0g0%

Sugar0g

Protein0.284g

------

Calcium4.74mg0%

Iron0.024mg0%

Vitamin A0mcg0%

Vitamin C0mg0%

------

*The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2,000 calories a day is used for general nutrition advice.",Free from Does Not Contain Declaration Obligatory Allergens.,,0,,,,0064116061534,,16.65,,,,,,,,Pickup;Delivery;Ship,https://www.kroger.com/product/images/large/front/0064116061534,Coffee,,,
Kroger,Beverages,Coffee,Kroger.com,https://www.kroger.com/p/maxwell-house-gourmet-medium-roast-ground-coffee/0004300007056?fulfillment=SHIP,,25.6 oz,Home>Beverages>Coffee>Maxwell House Gourmet Medium Roast Ground Coffee,,Maxwell House Gourmet Medium Roast Ground Coffee,0004300007056,,,,,,"Roasted in the USA since 1892Trusted by generations of coffee drinkersGourmet RoastBalanced & Delicious, Exceptionally SmoothGood To The Last DropKosherFlavor Lock Pack",,4,,"Nutrition Facts
servings per container
Serving size
------

Amount per serving
Calories0
------

% Daily value*

Total Fat0g0%

Saturated Fat0g0%

Trans Fat0g

Cholesterol0mg0%

Sodium0mg0%

Total Carbohydrate0g0%

Dietary Fiber0g0%

Sugar0g

Protein0g

------

*The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2,000 calories a day is used for general nutrition advice.",Undeclared Does Not Contain Declaration Obligatory Allergens.,,29,,,,0004300007056,,$6.28,5.78,,,,,,,Pickup;Delivery;Ship,https://www.kroger.com/product/images/large/front/0004300007056|https://www.kroger.com/product/images/large/back/0004300007056|https://www.kroger.com/product/images/large/left/0004300007056|https://www.kroger.com/product/images/large/right/0004300007056,Ground Coffee .,,,
Kroger,Beverages,Coffee,Kroger.com,https://www.kroger.com/p/the-original-donut-shop-cinnamon-dulce-cappucino-k-cup-pods/0061124739073?fulfillment=SHIP,,10 ct,Home>Beverages>Coffee>The Original Donut Shop Cinnamon Dulce Cappucino K-Cup Pods,,The Original Donut Shop Cinnamon Dulce Cappucino K-Cup Pods,0061124739073,,,,,,"Nothing beats a perfectly made cappuccino. So rich. So flavorful. And now – so easy! Everything you need to make your perfect cappuccino – all in one! It's the bold taste you love, made right when you want it, at the touch of a button. Beverage Mix made with real milk. No sweetener or creamer needed. Just brew on the 10-ounce setting and enjoy! (Choose the 8-ounce setting for an even bolder coffee taste.)TASTE: A little spice makes it extra nice. Swirls of sweet cinnamon flavor balanced with a full-bodied coffee finish.REAL MILK: Beverage mix made with real milk. No sweetener or creamer needed.CERTIFIED: Orthodox Union KosherSUSTAINABILITY: Committed to 100% responsibly sourced coffeeCOMPATIBILITY: Contains genuine Keurig K-Cup® pods, engineered for guaranteed quality and compatibility with all Keurig® K-Cup® pod coffee makersRECYCLABLE* K-CUP PODS: Simple, delicious, and recyclable. Enjoy the same great-tasting coffee you know and love, and when you’re done just peel, empty and recycle.*Check locally, not recycled in all communities. Packaging may vary.",,6,,"Nutrition Facts
12.0 About servings per container
Serving size1 Pod
------

Amount per serving
Calories90
------

% Daily value*

Total Fat4.5g5%

Saturated Fat4g19%

Trans Fat0g0%

Cholesterol0mg0%

Sodium250mg11%

Total Carbohydrate12g4%

Dietary Fiber0g0%

Sugar10g0%

Protein2g0%

------

Calcium0mg0%

Iron0mg0%

Vitamin A0mcg0%

Vitamin C0mcg0%

------

*The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2,000 calories a day is used for general nutrition advice.","Contains Milk and its Derivatives. Free from Wheat and Their Derivatives,Sesame Seeds and Their Derivatives,Crustaceans and Their Derivatives,Eggs and Their Derivatives,Fish and Their Derivatives,Soybean and its Derivatives,Tree Nuts and Their Derivatives,Peanuts and Their Derivatives.",,75,,,,0061124739073,,$9.99,5.99,,$9.99,5.99,,,,Pickup;Delivery;Ship,https://www.kroger.com/product/images/large/front/0061124739073|https://www.kroger.com/product/images/large/back/0061124739073|https://www.kroger.com/product/images/large/left/0061124739073|https://www.kroger.com/product/images/large/right/0061124739073|https://www.kroger.com/product/images/large/top/0061124739073|https://www.kroger.com/product/images/large/bottom/0061124739073,"CREAMER (COCONUT OIL, NONFAT DRY MILK, WHEY SOLIDS, SODIUM CASEINATE, DIPOTASSIUM PHOSPHATE, MONO-AND DIGLYCERIDES), SUGAR, SOLUBLE COFFEE, NATURAL FLAVORS, SEA SALT.",,,
Kroger,Beverages,Coffee,Kroger.com,https://www.kroger.com/p/kicking-horse-coffee-kick-ass-whole-bean-coffee/0062907080013?fulfillment=SHIP,,10 oz,Home>Beverages>Coffee>Kicking Horse Coffee Kick Ass Whole Bean Coffee,,Kicking Horse Coffee Kick Ass Whole Bean Coffee,0062907080013,,,,,,"These are hands-down, some of the finest beans in a bag you'll find. From deep, dark & delicious to lively and bright; all our beans are 100% certified Organic, Fairtrade, shade-grown Arabica, Canadian Rocky Mountain-roasted coffee.",,2,,"Nutrition Facts
servings per container
Serving size2tbsp (10 g)
------

Amount per serving
Calories2.4
------

% Daily value*

Total Fat0.05g0.06%

Saturated Fat0.01g0.05%

Trans Fat0g

Polyunsaturated Fat0.002g

Monounsaturated Fat0.036g

Cholesterol0mg0%

Sodium4.7mg0.2%

Total Carbohydrate0g0%

Dietary Fiber0g0%

Sugar0g

Protein0.284g

------

Calcium4.74mg0%

Iron0.024mg0%

Vitamin A0mcg0%

Vitamin C0mg0%

------

*The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2,000 calories a day is used for general nutrition advice.",Undeclared Does Not Contain Declaration Obligatory Allergens.,,127,,,,0062907080013,,9.99,,,,,,,,Pickup;Delivery;Ship,https://www.kroger.com/product/images/large/front/0062907080013|https://www.kroger.com/product/images/large/right/0062907080013,Whole Bean Coffee,,,
Kroger,Beverages,Coffee,Kroger.com,https://www.kroger.com/p/starbucks-brazil-medium-roast-whole-bean-coffee/0076211129355?fulfillment=SHIP,,9 oz,Home>Beverages>Coffee>Starbucks Brazil Medium Roast Whole Bean Coffee,,Starbucks Brazil Medium Roast Whole Bean Coffee,0076211129355,,,,,,"To find balance to the syrupy body of Brazilian coffee and highlights its characteristic sweetness, we incorporated a blend of select Latin American beans. The result is an inviting cup with delicate notes of maple, vanilla and toasted nuts. Home to the Amazon rainforest and the greatest diversity of animal and plant species on earth, Brazil is also celebrated for its deliciously consistent coffees. Smooth and layered with hints of sweet maple, vanilla and toasted nuts.",,4,,"Nutrition Facts
servings per container
Serving size1cup (237 ml)
------

Amount per serving
Calories2.4
------

% Daily value*

Total Fat0.05g0.06%

Saturated Fat0.01g0.05%

Trans Fat0g

Polyunsaturated Fat0.002g

Monounsaturated Fat0.036g

Cholesterol0mg0%

Sodium4.7mg0.2%

Total Carbohydrate0g0%

Dietary Fiber0g0%

Sugar0g

Protein0.284g

------

Calcium4.74mg0%

Iron0.024mg0%

Vitamin A0mcg0%

Vitamin C0mg0%

------

*The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2,000 calories a day is used for general nutrition advice.",Free from Does Not Contain Declaration Obligatory Allergens.,,90,,,,0076211129355,,8.49,,,,,,,,Pickup;Delivery;Ship,https://www.kroger.com/product/images/large/front/0076211129355|https://www.kroger.com/product/images/large/back/0076211129355|https://www.kroger.com/product/images/large/left/0076211129355|https://www.kroger.com/product/images/large/right/0076211129355,Whole Bean 100% Arabica Coffee,,,
Kroger,Beverages,Coffee,Kroger.com,https://www.kroger.com/p/starbucks-via-french-dark-roast-instant-coffee-8-count/0076211192616?fulfillment=SHIP,,8 ct / 0.11 oz,Home>Beverages>Coffee>Starbucks Via French Dark Roast Instant Coffee 8 Count,,Starbucks Via French Dark Roast Instant Coffee 8 Count,0076211192616,,,,,,"It takes a master roaster to know just when the beans have reached perfection--our darkest, boldest coffee, French Roast is adored for its intense smokiness.Made with the same high-quality 100% arabica beans we use in our stores. Starbucks Via Instant delivers rich, delicious flavor you'll love.",,5,,"Nutrition Facts
servings per container
Serving size1cup (237 ml)
------

Amount per serving
Calories2.4
------

% Daily value*

Total Fat0.05g0.06%

Saturated Fat0.01g0.05%

Trans Fat0g

Polyunsaturated Fat0.002g

Monounsaturated Fat0.036g

Cholesterol0mg0%

Sodium4.7mg0.2%

Total Carbohydrate0g0%

Dietary Fiber0g0%

Sugar0g

Protein0.284g

------

Calcium4.74mg0%

Iron0.024mg0%

Vitamin A0mcg0%

Vitamin C0mg0%

------

*The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2,000 calories a day is used for general nutrition advice.",Free from Does Not Contain Declaration Obligatory Allergens.,,828,,,,0076211192616,,5.38,,,,,,,,Pickup;Delivery;Ship,https://www.kroger.com/product/images/large/front/0076211192616|https://www.kroger.com/product/images/large/back/0076211192616|https://www.kroger.com/product/images/large/left/0076211192616|https://www.kroger.com/product/images/large/right/0076211192616|https://www.kroger.com/product/images/large/bottom/0076211192616,Instant and Microground Coffee,,,
Kroger,Beverages,Coffee,Kroger.com,https://www.kroger.com/p/dazbog-coffee-babushka-blend-decaf-whole-bean/0064116041434?fulfillment=SHIP,,12 Oz,Home>Beverages>Coffee>Dazbog Coffee Babushka Blend Decaf Whole Bean,,Dazbog Coffee Babushka Blend Decaf Whole Bean,0064116041434,,,,,,,,1,,"Nutrition Facts
servings per container
Serving size2tbsp (10 g)
------

Amount per serving
Calories0
------

% Daily value*

Total Fat0g0%

Saturated Fat0.01g0.05%

Trans Fat0g

Polyunsaturated Fat0.005g

Monounsaturated Fat0g

Cholesterol0mg0%

Sodium4.7mg0.2%

Total Carbohydrate0g0%

Dietary Fiber0g0%

Sugar0g

Protein0.237g

------

Calcium4.74mg0%

Iron0.119mg0%

Vitamin A0mcg0%

Vitamin C0mg0%

------

*The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2,000 calories a day is used for general nutrition advice.",Undeclared Does Not Contain Declaration Obligatory Allergens.,,1,,,,0064116041434,,9.99,,,,,,,,Pickup;Delivery;Ship,https://www.kroger.com/product/images/large/front/0064116041434,Coffee,,,
Kroger,Beverages,Coffee,Kroger.com,https://www.kroger.com/p/illy-caffe-medium-roast-coffee-k-cup-pods/0073341117770?fulfillment=SHIP,,10 ct,Home>Beverages>Coffee>Illy Caffe Medium Roast Coffee K-Cup Pods,,Illy Caffe Medium Roast Coffee K-Cup Pods,0073341117770,,,,,,"illy in the convenient format of a single-serve pod for use in all Keurig K-Cup brewers. Enjoy medium roast coffee for a rich, smooth taste.",,4,,"Nutrition Facts
servings per container
Serving size1K-cup (11.9 g)
------

Amount per serving
Calories2.4
------

% Daily value*

Total Fat0.05g0.06%

Saturated Fat0.01g0.05%

Trans Fat0g

Polyunsaturated Fat0.002g

Monounsaturated Fat0.036g

Cholesterol0mg0%

Sodium4.7mg0.2%

Total Carbohydrate0g0%

Dietary Fiber0g0%

Sugar0g

Protein0.284g

------

Calcium4.74mg0%

Iron0.024mg0%

Vitamin A0mcg0%

Vitamin C0mg0%

------

*The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2,000 calories a day is used for general nutrition advice.",Free from Does Not Contain Declaration Obligatory Allergens.,,65,,,,0073341117770,,9.71,,,,,,,,Pickup;Delivery;Ship,https://www.kroger.com/product/images/large/front/0073341117770|https://www.kroger.com/product/images/large/back/0073341117770|https://www.kroger.com/product/images/large/left/0073341117770|https://www.kroger.com/product/images/large/right/0073341117770,Arabica Coffee,,,
Kroger,Beverages,Coffee,Kroger.com,https://www.kroger.com/p/illy-classico-medium-roast-ground-espresso/0073341100007?fulfillment=SHIP,,8.8 oz,Home>Beverages>Coffee>Illy Classico Medium Roast Ground Espresso,,Illy Classico Medium Roast Ground Espresso,0073341100007,,,,,,"Illycaffe Coffee lets you discover the extraordinary pleasure of Ily, the celebrated Italian espresso coffee served in the finest restaurants and cafes in Italy. Enjoyed by coffee connoisseurs worldwide, you’ll savor its distinctive taste, its full body and its balanced flavor.Includes one 8.8-ounce canisterMedium roast has a smooth, perfectly balanced flavor",,3,,"Nutrition Facts
servings per container
Serving size1cup (237 ml)
------

Amount per serving
Calories2.4
------

% Daily value*

Total Fat0.05g0.06%

Saturated Fat0.01g0.05%

Trans Fat0g

Polyunsaturated Fat0.002g

Monounsaturated Fat0.036g

Cholesterol0mg0%

Sodium4.7mg0.2%

Total Carbohydrate0g0%

Dietary Fiber0g0%

Sugar0g

Protein0.284g

------

Calcium4.74mg0%

Iron0.024mg0%

Vitamin A0mcg0%

Vitamin C0mg0%

------

*The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2,000 calories a day is used for general nutrition advice.",Free from Does Not Contain Declaration Obligatory Allergens.,,123,,,,0073341100007,,11.64,,,,,,,,Pickup;Delivery;Ship,https://www.kroger.com/product/images/large/front/0073341100007|https://www.kroger.com/product/images/large/left/0073341100007|https://www.kroger.com/product/images/large/right/0073341100007,Coffee,,,
Kroger,Beverages,Coffee,Kroger.com,https://www.kroger.com/p/dazbog-organic-kg-blend-whole-bean-coffee/0064116061644?fulfillment=SHIP,,12 oz,Home>Beverages>Coffee>Dazbog Organic KG Blend Whole Bean Coffee,,Dazbog Organic KG Blend Whole Bean Coffee,0064116061644,,,,,,"A dark roasted, full bodied, intense, and lively.. It's an interrogating blend.",,1,,"Nutrition Facts
servings per container
Serving size1cup (237 ml)
------

Amount per serving
Calories2.4
------

% Daily value*

Total Fat0.05g0.06%

Saturated Fat0.01g0.05%

Trans Fat0g

Polyunsaturated Fat0.002g

Monounsaturated Fat0.036g

Cholesterol0mg0%

Sodium4.7mg0.2%

Total Carbohydrate0g0%

Dietary Fiber0g0%

Sugar0g

Protein0.284g

------

Calcium4.74mg0%

Iron0.024mg0%

Vitamin A0mcg0%

Vitamin C0mg0%

------

*The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2,000 calories a day is used for general nutrition advice.",Undeclared Does Not Contain Declaration Obligatory Allergens.,,0,,,,0064116061644,,16.65,,,,,,,,Pickup;Delivery;Ship,https://www.kroger.com/product/images/large/front/0064116061644,Coffee,,,
Kroger,Beverages,Coffee,Kroger.com,https://www.kroger.com/p/starbucks-via-pumpkin-spice-latte-4-count/0076211101259?fulfillment=SHIP,,4.5 oz,Home>Beverages>Coffee>Starbucks VIA Pumpkin Spice Latte 4 Count,,Starbucks VIA Pumpkin Spice Latte 4 Count,0076211101259,,,,,,,,4,,"Nutrition Facts
5.0 servings per container
Serving size
------

Amount per serving
Calories140
------

% Daily value*

Total Fat3.5g5%

Saturated Fat2g10%

Trans Fat0g

Cholesterol10mg3%

Sodium65mg3%

Total Carbohydrate22g7%

Dietary Fiber0g0%

Sugar21g

Protein4g

------

Calcium150mg15%

Vitamin A100International Unit2%

Vitamin C2.4mg4%

------

*The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2,000 calories a day is used for general nutrition advice.",Contains Milk and its Derivatives.,,0,,,,0076211101259,,,,,,,,,,Pickup;Delivery;Ship,https://www.kroger.com/product/images/large/front/0076211101259|https://www.kroger.com/product/images/large/back/0076211101259|https://www.kroger.com/product/images/large/left/0076211101259|https://www.kroger.com/product/images/large/top/0076211101259,"Dairy Powder , Sugar , Instant and Microground Coffee , Natural Flavors",,,
Kroger,Beverages,Coffee,Kroger.com,https://www.kroger.com/p/ethical-bean-coffee-lush-medium-dark-roast-organic-ground-coffee/0004300008885?fulfillment=SHIP,,8 oz,Home>Beverages>Coffee>Ethical Bean Coffee Lush Medium Dark Roast Organic Ground Coffee,,Ethical Bean Coffee Lush Medium Dark Roast Organic Ground Coffee,0004300008885,,,,,,"Every bag of Ethical Bean Lush Medium Dark Roast fair trade ground coffee has been crafted with one simple objective in mind - to make the best organic coffee on the planet. This Lush medium roast organic coffee beans come directly from farmers in South and Central America, where we source only premium, 100 percent arabica coffee. Pre-ground for your convenience, this organic ground coffee comes ready to prepare in a traditional coffee pot or French press. Flavor notes of fruit, smoke and earth develop after being artisan roasted and tested by our passionate team of coffee experts. Our resealable coffee bags have a quick pull tab opening and zip lock seal to preserve freshness and natural flavors long after opening.One 8 oz bag of Ethical Bean Lush ground coffeeUSDA organic coffee is grown free from harmful chemicals and pesticidesFair trade certification ensures farmers and their families receive a fair price for their coffeeFull-bodied Arabica coffee with fruity, earth-tasting notesPrecisely pre-ground and ready for use in drip, pour-over or French press coffee brewers",,3,,,,,1493,,,,0004300008885,,$10.05,8.35,,,,,,,Pickup;Delivery;Ship,https://www.kroger.com/product/images/large/front/0004300008885|https://www.kroger.com/product/images/large/left/0004300008885|https://www.kroger.com/product/images/large/right/0004300008885,,,,
Kroger,Beverages,Coffee,Kroger.com,https://www.kroger.com/p/community-coffee-cafe-special-medium-dark-roast-ground-coffee/0003570001932?fulfillment=SHIP,,20 oz,Home>Beverages>Coffee>Community Coffee Cafe Special Medium Dark Roast Ground Coffee,,Community Coffee Cafe Special Medium Dark Roast Ground Coffee,0003570001932,,,,,,"Smooth, flavorful blend with notes of caramel and cocoa.",,4,,,,,31,,,,0003570001932,,$9.99,6.99,,$9.99,6.99,,,,Pickup;Delivery;Ship,https://www.kroger.com/product/images/large/front/0003570001932|https://www.kroger.com/product/images/large/back/0003570001932|https://www.kroger.com/product/images/large/left/0003570001932|https://www.kroger.com/product/images/large/right/0003570001932,,,,
Kroger,Beverages,Coffee,Kroger.com,https://www.kroger.com/p/peet-s-coffee-nerissimo-arabica-espresso-coffee-aluminum-capsules/0078535701943?fulfillment=SHIP,,10 ct,Home>Beverages>Coffee>Peet's Coffee Nerissimo Arabica Espresso Coffee Aluminum Capsules,,Peet's Coffee Nerissimo Arabica Espresso Coffee Aluminum Capsules,0078535701943,,,,,,"Black as night, sweet as a brûlée topping, our Nerissimo is espresso's deliciously biting answer to those who say you can't have dessert all day. With milk or cream, bellissimo. Compatible with Nespresso® Original.",,6,,"Nutrition Facts
1.0 servings per container
Serving size
------

Amount per serving
Calories0
------

% Daily value*

Total Fat0g0%

Saturated Fat0g0%

Trans Fat0g

Cholesterol0mg0%

Sodium0mg0%

Total Carbohydrate0g0%

Dietary Fiber0g0%

Sugar0g

Protein0g

------

*The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2,000 calories a day is used for general nutrition advice.",Free from Does Not Contain Declaration Obligatory Allergens.,,6,,,,0078535701943,,7.12,,,,,,,,Pickup;Delivery;Ship,https://www.kroger.com/product/images/large/front/0078535701943|https://www.kroger.com/product/images/large/back/0078535701943|https://www.kroger.com/product/images/large/left/0078535701943|https://www.kroger.com/product/images/large/right/0078535701943|https://www.kroger.com/product/images/large/top/0078535701943|https://www.kroger.com/product/images/large/bottom/0078535701943,100% Arabica Coffee .,,,
Kroger,Beverages,Coffee,Kroger.com,https://www.kroger.com/p/stok-pumpkin-almondmilk-cold-brew-coffee/0003663207476?fulfillment=SHIP,,48 fl oz,Home>Beverages>Coffee>Stok Pumpkin Almondmilk Cold Brew Coffee,,Stok Pumpkin Almondmilk Cold Brew Coffee,0003663207476,,,,,,"Our marketing dept. made us do this. Because people like pumpkin? We brewed it up and stopped rolling our eyes once we tasted it. It's pumpkin the way Stok would make pumpkin: coffee forward & tasty. We can get behind that.Because Pumpkin Spice tastes pretty freaking awesome. Is that cinnamon? Nutmeg? We're not judging. We're down.Less Sugar. For Reals. Pumpkin Spice goes wrong when it gets sugary. Stok Pumpkin starts with cold-brew coffee, delivering 45% less sugar than the leading Pumpkin Spice Latte.Limited Grind. We brewed a limited batch of Stok Pumpkin this season—and who knows if we'll ever do this again. The answer is in your hands.",,4,,"Nutrition Facts
4.0 servings per container
Serving size
------

Amount per serving
Calories150
------

% Daily value*

Total Fat3.5g5%

Saturated Fat2g10%

Trans Fat0g

Cholesterol15mg5%

Sodium100mg4%

Total Carbohydrate24g8%

Dietary Fiber0g0%

Sugar19g

Protein5g

------

*The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2,000 calories a day is used for general nutrition advice.",Contains Milk and its Derivatives.,,0,,,,0003663207476,,$4.99,4.49,,$4.99,4.49,,,,Pickup;Delivery;Ship,https://www.kroger.com/product/images/large/front/0003663207476|https://www.kroger.com/product/images/large/back/0003663207476|https://www.kroger.com/product/images/large/left/0003663207476|https://www.kroger.com/product/images/large/right/0003663207476,"Coffee ( Filtered Water , Coffee ) , Skim Milk , Cane Sugar , Cream , Natural Flavor , Gellan Gum .",,,
Kroger,Beverages,Coffee,Kroger.com,https://www.kroger.com/p/the-organic-coffee-co-breakfast-blend-ground-coffee/0075122803715?fulfillment=SHIP,,12 oz,Home>Beverages>Coffee>The Organic Coffee Co. Breakfast Blend Ground Coffee,,The Organic Coffee Co. Breakfast Blend Ground Coffee,0075122803715,,,,,,,,1,,,,,34,,,,0075122803715,,8.99,,,,,,,,Pickup;Delivery;Ship,https://www.kroger.com/product/images/large/front/0075122803715,,,,
Kroger,Beverages,Coffee,Kroger.com,https://www.kroger.com/p/tully-s-coffee-french-roast-extra-dark-roast-ground-coffee/0009955538201?fulfillment=SHIP,,12 oz,Home>Beverages>Coffee>Tully's Coffee® French Roast Extra Dark Roast Ground Coffee,,Tully's Coffee® French Roast Extra Dark Roast Ground Coffee,0009955538201,,,,,,"Traditionally inspired. Uniquely crafted. Powerful and intense, this full-bodied French Roast is expertly slow-roasted to elicit the rich flavors of bittersweet chocolate and anise, with light notes of plum jam. Made with 100% arabica coffee. An uncommonly delicious coffee forged in the fires of an unconventional process, Tully’s® Coffee gets its distinctive aroma and rich, full flavor from our signature low-and-slow roasting process that imbues that taste of true craftsmanship into every sip.",,3,,"Nutrition Facts
servings per container
Serving size2tbsp (10 g)
------

Amount per serving
Calories2.4
------

% Daily value*

Total Fat0.05g0.06%

Saturated Fat0.01g0.05%

Trans Fat0g

Polyunsaturated Fat0.002g

Monounsaturated Fat0.036g

Cholesterol0mg0%

Sodium4.7mg0.2%

Total Carbohydrate0g0%

Dietary Fiber0g0%

Sugar0g

Protein0.284g

------

Calcium4.74mg0%

Iron0.024mg0%

Vitamin A0mcg0%

Vitamin C0mg0%

------

*The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2,000 calories a day is used for general nutrition advice.",Free from Does Not Contain Declaration Obligatory Allergens.,,9,,,,0009955538201,,8.49,,,,,,,,Pickup;Delivery;Ship,https://www.kroger.com/product/images/large/front/0009955538201|https://www.kroger.com/product/images/large/back/0009955538201|https://www.kroger.com/product/images/large/left/0009955538201,Arabica Coffee,,,
Kroger,Beverages,Coffee,Kroger.com,https://www.kroger.com/p/dazbog-decaf-french-roast-ground-coffee/0064116022724?fulfillment=SHIP,,12 oz,Home>Beverages>Coffee>Dazbog Decaf French Roast Ground Coffee,,Dazbog Decaf French Roast Ground Coffee,0064116022724,,,,,,"A dark roasted, smooth, full bodied decaf coffee with a creamy finish.",,1,,"Nutrition Facts
servings per container
Serving size2tbsp (10 g)
------

Amount per serving
Calories0
------

% Daily value*

Total Fat0g0%

Saturated Fat0.01g0.05%

Trans Fat0g

Polyunsaturated Fat0.005g

Monounsaturated Fat0g

Cholesterol0mg0%

Sodium4.7mg0.2%

Total Carbohydrate0g0%

Dietary Fiber0g0%

Sugar0g

Protein0.237g

------

Calcium4.74mg0%

Iron0.119mg0%

Vitamin A0mcg0%

Vitamin C0mg0%

------

*The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2,000 calories a day is used for general nutrition advice.",Undeclared Does Not Contain Declaration Obligatory Allergens.,,0,,,,0064116022724,,15.99,,,,,,,,Pickup;Delivery;Ship,https://www.kroger.com/product/images/large/front/0064116022724,"A Bog Coffee, Decaf French Roast",,,
